Source;Agence;Réseau;Adresse;Adresse2;CP;VILLE;E-mail;TEL;FAX;WEB;;;;
NDV;Ambre Voyages;(Manor);1, place de Gaulle;;27000;EVREUX;ambrevoyages@wanadoo.fr;02 32 33 55 22;02 32 33 33 92;;;;;
NDV;Blanc Bleu Voyages;(Tourcom);1, place de la Fontaine;;95000;CERGY;blancbleuvoyages@wanadoo.fr;01 34 24 08 00;01 34 24 98 23;;;;;
NDV;Dakota Voyages;(Tourcom);1, place de la Liberté;;33130;BEGLES;info@dakotavoyages.com;05 57 35 93 59;05 57 35 33 22;;;;;
NDV;Thomas Cook Voyages;;1, place de l'Eglise;;78110;VESINET (LE);le.vesinet@thomascook.fr;01 30 15 28 70;01 30 15 28 79;www.thomascook.fr;;;;
NDV;Thomas Cook Voyages;;1, place de l'Hôtel de Ville;;71300;MONTCEAUX-LES-MINES;montceau.les.mines@thomascook.fr;03 85 67 92 20;03 85 58 15 33;www.thomascook.fr;;;;
NDV;Voyages Dépêche/CWV;;1, place de Verdun;;65000;TARBES;ag.lttarbes@carlsonwagonlit.fr;0 826 825 277;0 826 825 377;;;;;
NDV;Club Med Voyages;;1, place Delorme;;44000;NANTES;thierry.le-gallic@clubmed.com;02 40 35 56 56;02 40 35 85 58;www.clubmed.fr;;;;
NDV;Voyage Conseil Bourgogne;(Tourcom);1, place des Cordeliers;;21000;DIJON;agence@voyageconseilbourgogne.fr;03 80 30 98 26;03 80 30 99 50;www.voyageconseilbourgogne.fr;;;;
NDV;Bernard Voyages;(Tourcom);1, place du Champ de Foire;;25200;MONTBELIARD;info@bernard-voyages.com;03 81 91 10 70;03 81 97 11 49;www.bernard-voyages.com;;;;
NDV;United Euro Travel;;1, place du Confluent France Chine;;94140;ALFORTVILLE;cychinag@club-internet.fr;01 56 29 03 33;01 56 29 08 88;;;;;
NDV;Chauchard Evasion/Ambassade Fram;;1, place du Jourdais;;81300;GRAULHET;chauchardgraulhet@triangle-voyages.com;05 63 34 44 44;05 63 34 47 79;www.chauchard-evasion.fr;;;;
NDV;Royer Voyages;;1, place du Marché aux Fruits;;68000;COLMAR;rv.colmar@royer-voyages.com;03 89 24 18 24;03 88 96 83 98;www.royer-voyages.com;;;;
NDV;Traces & Découverte;(Afat);1, place du Pont de l'Etang;;71250;CLUNY;agence@traces-decouverte.fr;03 85 20 54 81;09 56 66 34 77;;;;;
NDV;Thomas Cook Voyages;;1, place du Vigan;;81000;ALBI;albi@thomascook.fr;05 63 48 88 70;05 63 38 97 69;www.thomascook.fr;;;;
NDV;Voyages Hisler;;1, place Jeanne d'Arc;;88000;EPINAL;voyages.hisler@club-internet.fr;03 29 33 07 07;03 29 33 05 45;;;;;
NDV;Salaün Holidays;;1, place Maurice Gilet;;29200;BREST;brestmartin@salaun-holidays.com;02 98 43 02 02;02 98 46 21 62;;;;;
NDV;Panorama Tourisme;;1, place Pierre Mendès France;;34170;CASTELNAU LE LEZ;agence@panorama-tourisme.fr;04 67 02 64 10;04 67 02 64 14;www.panorama-tourisme.fr;;;;
NDV;Flanes Voyages;(Tourcom);1, place Roger Levanneur;;95160;MONTMORENCY;flamont-voyages@wanadoo.fr;01 34 17 56 56;01 34 17 55 55;;;;;
NDV;Temps Forts Voyages;(Tourcom);1, place Salinis;;32000;AUCH;tempsforts-voyages@wanadoo.fr;05 62 61 25 55;05 62 61 25 56;;;;;
NDV;Malterre Voyages/CWV;;1, place Soumireu Mourat;;64800;NAY;malterre.voyages@gmail.com;05 59 61 10 11;05 59 61 40 86;;;;;
NDV;Hémisphères Voyages;(Tourcom);1, place St-André;;38000;GRENOBLE;contact@hemispheres-voyages.fr;04 38 37 22 22;04 38 37 22 20;www.hemispheres-voyages.fr;;;;
NDV;Carlson Wagonlit Voyages/Faure Tourisme;;1, place St-Julien;;07300;TOURNON;faure-tourisme-tournon@nerim.net;04 75 07 23 99;04 75 08 77 80;;;;;
NDV;Midi Olympique Voyages/CWV;;1, place Verdun;;65000;TARBES;ag.lttarbes.midiolympique@carlsonwagonlit.fr;0 826 825 288;0 826 825 388;;;;;
NDV;Voyages Dépêche/CWV;;1, quai du Carras;;81100;CASTRES;ag.ltcastres@carlsonwagonlit.fr;0 826 825 267;0 826 825 367;;;;;
NDV;Holiday Maker;;1, quai Finkmatt;;67000;STRASBOURG;info@holiday-maker.fr;03 88 75 75 73;03 88 75 76 40;www.holiday-marker.fr;;;;
NDV;International Voyages;(Manor);1, quai Foulon;;97110;POINTE-A-PITRE;international-voyages@wanadoo.fr;05 90 82 00 51;05 90 83 70 12;;;;;
NDV;Midi Libre Voyages/CWV;;1, quai Noël Guignon;;34200;SETE;ag.ltsete@carlsonwagonlit.fr;0 826 825 331;0 826 825 431;www.midilibrevoyages.com;;;;
NDV;Nouvelles Frontières;;1, Résidence Claire;31, place P.J Bernard;97434;SAINT-GILLES-LES-BAINS;stgilles-run@nouvelles-frontieres.fr;02 62 33 11 95;02 62 33 11 97;www.nouvelles-frontieres.fr;;;;
NDV;E. Leclerc Voyages;;1, route de Tavel;;30133;ANGLES (LES);leclercvoyages30@hotmail.fr;04 90 16 98 81;04 90 15 23 19;www.leclercvoyages.com;;;;
NDV;Voyages Boulet;;1, route du Chapitre;;48000;MENDE;voyages.boulet@wanadoo.fr;04 66 65 19 88;04 66 49 25 48;www.voyagesboulet.com;;;;
NDV;JUMBOTOURS;;1, rue Ambroise Thomas;;75009;PARIS;info@jumbotours.fr;01 55 77 10 10;01 55 77 10 11;www.jumbotours.es;;;;
NDV;Jouanno Evasion;(Afat);1, rue Amiral Nielly;;29200;BREST;brest@jouanno-evasion.com;02 98 33 97 97;02 98 33 97 98;;;;;
NDV;Issy Voyages;(Selectour);1, rue André Chenier;;92130;ISSY-LES-MOULINEAUX;issy-voyages@selectour.com;01 46 44 26 55;01 41 33 95 43;;;;;
NDV;Aux 4 Coins du Monde;;1, rue Aubert Dubayet;;38000;GRENOBLE;infos@auxquatrecoinsdumonde.fr;04 76 43 16 47;04 76 50 38 91;www.auxquatrecoinsdumonde.fr;;;;
NDV;Nouvelles Frontières;;1, rue Boncenne;;86000;POITIERS;poitiers.nf@nouvelles-frontieres.fr;05 49 55 96 96;05 49 41 31 48;www.nouvelles-frontieres.fr;;;;
NDV;Wasteels Voyages/Thomas Cook Voyages;;1, rue Cambacérès;;34000;MONTPELLIER;montpelliercambaceres@wasteels.fr;04 67 66 45 79;04 67 60 32 73;;;;;
NDV;CARLSON WAGONLIT VOYAGES;;1, rue Cassette;;75006;PARIS;ag.ltparis.cassette@carlsonwagonlit.fr;01 45 44 38 61;01 45 44 57 32;;;;;
NDV;ATV;;1, rue Chavanne;;69001;LYON;ariestourism@wanadoo.fr;04 78 29 90 13;04 78 29 96 48;;;;;
NDV;Club Med Voyages;;1, rue Colbert;;37000;TOURS;;02 47 20 49 50;02 47 64 95 29;www.clubmed.com;;;;
NDV;Mesnil Voyages/Thomas Cook Voyages;;1, rue Colbert;CC Espace St Quentin;78180;MONTIGNY-LE-BRETONNEUX;reussite.quentin@thomascookfr.com;01 30 64 57 75;01 30 57 23 36;;;;;
NDV;Transunivers;;1, rue Courty-le-Prete;;08090;BELVAL;08@transunivers.fr;03 24 59 30 22;03 24 59 30 22;www.transunivers.fr;;;;
NDV;Aircom;;1, rue Curie;;92150;SURESNES;contact@aircom.fr;01 45 06 45 06;01 45 06 45 64;www.aircom.fr;;;;
NDV;Nouvelles Frontières;;1, rue D. Barquisseau;;97410;SAINT-PIERRE;stpierre-run@nouvelles-frontieres.fr;02 62 35 27 17;02 62 25 46 93;www.nouvelles-frontieres.fr;;;;
NDV;ASIA;;1, rue Dante;;75005;PARIS;dante@asia.fr;01 44 41 50 10;01 44 41 50 19;;;;;
NDV;La Voix du Nord Voyages/CWV;;1, rue de Bourgogne;;59140;DUNKERQUE;ag.ltdunkerque@carlsonwagonlit.fr;0 826 825 501;0 826 825 601;;;;;
NDV;Nouvelles Frontières/L'Arpenteur du Monde;;1, rue de Jemmapes;;57100;THIONVILLE;thionville.nf@nouvelles-frontieres.fr;03 82 53 10 81;03 82 53 05 21;www.nouvelles-frontieres.fr;;;;
NDV;Contrastes Voyages;(Tourcom);1, rue de la Buffa;;06000;NICE;contrastes@contrastes.com;04 93 87 28 63;04 93 87 29 11;www.contrastes.com;;;;
NDV;Carré d'As/Thomas Cook Voyages;;1, rue de la Liberté;;97200;FORT-DE-FRANCE;fdf@voyages.mq;05 96 63 66 66;05 96 60 38 98;www.voyages.mq;;;;
NDV;Sava Voyages;;1, rue de la Weiss;;68125;HOUSSEN;aydogdu68@hotmail.fr;06 03 81 75 17;03 89 45 17 02;;;;;
NDV;Sarlat Voyages/Thomas Cook Voyages;;1, rue de l'Ancien Collège;;24200;SARLAT-LA-CANEDA;thomas.cook.sarlat@wanadoo.fr;05 53 31 15 34;05 53 31 13 04;;;;;
NDV;Thellier Voyages;;1, rue de l'Avenir;;14650;CARPIQUET;thelliervoyages@wanadoo.fr;02 31 80 06 00;02 31 80 26 02;www.thelliervoyages.com;;;;
NDV;Sok San Voyages;;1, rue de Marseille;;69007;LYON;infosoksan@gmail.com;04 37 28 67 71;04 72 72 90 67;;;;;
NDV;Fermer Tourisme - Le Blanc/Thomas Cook Voyages;;1, rue des Cloutiers;;36300;BLANC (LE);thomascook.leblanc@wanadoo.fr;02 54 28 74 20;02 54 37 80 29;;;;;
NDV;Atlantis Voyages;(Tourcom);1, rue des Fusillés;;37000;TOURS;atlantis-voyages@gotours.fr;02 47 20 75 72;02 47 20 13 91;www.atlantisvoyages.fr;;;;
NDV;Les Jours Heureux Voyage;;1, rue des Pérouses;;01350;CULOZ;jours.heureux.voyage@orange.fr;04 79 87 25 86;04 79 87 35 90;;;;;
NDV;Nouvelles Frontières;;1, rue des Sept Agaches;;59000;LILLE;lille.nf@nouvelles-frontieres.fr;03 20 14 22 88;03 20 14 22 80;www.nouvelles-frontieres.fr;;;;
NDV;GLOBALTOURS;(Tourcom);1, rue d'Hauteville;;75010;PARIS;contact@monde-authentique.com;01 53 34 92 71;01 53 34 92 76;www.monde-authentique.com;;;;
NDV;Club Med Voyages;;1, rue d'Illiers;;45000;ORLEANS;annick.ripoche@clubmed.com;02 38 81 11 55;02 38 62 89 32;www.clubmed.com;;;;
NDV;Club Voyages;;1, rue du 14 Juillet;;91100;CORBEIL-ESSONNES;corbeil@clubvoyages.com;01 60 75 62 63;01 60 75 69 72;www.club-voyages.fr;;;;
NDV;Vikings Voyages/Ambassade Fram;;1, rue du 20 Juin;;50700;VALOGNES;infos-valognes@vikings-voyages.com;02 33 40 05 25;02 33 95 23 77;;;;;
NDV;Partenaire Tours;;1, rue du Cap Vert;;21800;QUETIGNY;ptours21@wanadoo.fr;03 80 48 55 14;03 80 48 55 01;www.partenairetours.com;;;;
NDV;Haut Jura Tourisme;;1, rue du Chateau;;39200;SAINT-CLAUDE;haut-jura-tourisme@wanadoo.fr;03 84 45 72 37;03 84 45 72 38;www.haut-jura-tourisme.com;;;;
NDV;Cora Voyages;;1, rue du Chenil;Croissy-Beaubourg;77777;MARNE-LA-VALLEE;marketing@coravoyages.fr;01 64 62 65 76;01 64 62 64 62;www.coravoyages.fr;;;;
NDV;Fahrenheit;(Manor);1, rue du Commerce;;58200;COSNE-COURS-SUR-LOIRE;fahrenlans@aol.com;03 86 26 60 14;03 86 26 94 23;www.dfvoyages.com;;;;
NDV;QCNS Cruise;;1, rue du Gabian;;98000;MONACO;info@qcnscruise.com;0 800 94 10 94;0 800 94 30 94;www.croisieresnet.com;;;;
NDV;Fensch Voyages;(Afat);1, rue du Général de Gaulle;;57700;HAYANGE;fensch.voyages@wanadoo.fr;03 82 85 17 18;03 82 85 36 51;www.fenschvoyages-lcc.com;;;;
NDV;Nouvelles Frontières/Griffay Voyages;;1, rue du Lac;;74000;ANNECY;annecy.nf@nouvelles-frontieres.fr;04 50 45 81 00;04 50 45 22 32;www.nouvelles-frontieres.fr;;;;
NDV;Carlson Wagonlit Voyages;;1, rue du Mal Joffre;;35000;RENNES;ag.ltrennes.joffre@carlsonwagonlit.fr;0 826 825 521;0 826 825 621;;;;;
NDV;Luc Voyages;(Selectour);1, rue du Marché;;95400;ARNOUVILLE;lucvoyages-arnouville@selectour.com;01 39 87 34 34;01 34 53 92 84;www.luc-voyages.com;;;;
NDV;Transunivers;;1, rue du Pont Guilhemery;;31000;TOULOUSE;31@transunivers.fr;05 62 73 79 09;05 62 73 06 65;www.transunivers.fr;;;;
NDV;Nouvelles Frontières;;1, rue du Sauvage;;68100;MULHOUSE;mulhouse.nf@nouvelles-frontieres.fr;03 89 46 25 00;03 89 46 11 87;www.nouvelles-frontieres.fr;;;;
NDV;Carlson Wagonlit Voyages;;1, rue du Temple;;68300;SAINT-LOUIS;ag.ltsaintlouis@carlsonwagonlit.fr;0 826 825 716;0 826 825 816;;;;;
NDV;Avel Vat Groupe;(Manor);1, rue du Tribunal;;35300;FOUGERES;avelvat.vdm.fgs@hotmail.fr;02 99 94 21 91;02 99 94 53 66;;;;;
NDV;Starcar;;1, rue du Vivier;;02100;SAINT-QUENTIN;culturestraditions@wanadoo.fr;03 23 06 00 00;03 23 64 35 54;;;;;
NDV;Aventures & Cie;;1, rue Durfort de Duras;;41600;LAMOTTE-BEUVRON;info@aventures-et-cie.com;02 54 83 08 00;02 54 83 08 01;www.aventures-et-cie.com;;;;
NDV;Nouvelles Frontières/E. Boissière;;1, rue Edouard Feray;;27000;EVREUX;evreux.nf@nouvelles-frontieres.fr;02 32 31 10 00;02 32 31 10 22;www.nouvelles-frontieres.fr;;;;
NDV;E. Leclerc Voyages;;1, rue F. Mauriac;;56600;LANESTER;lanester@leclercvoyages.com;02 97 76 98 98;02 97 76 98 95;www.leclercvoyages.com;;;;
NDV;Skibed/Summerded;;1, rue Garnier;;92000;NEUILLY-SUR-SEINE;service-clientele@skibed.com;08 92 23 26 27;01 41 92 90 39;www.skibed.com;;;;
NDV;Vitavie Travel;;1, rue Henri Michel;;12400;SAINT-AFFRIQUE;contact@vitavietravel.com;0 892 690 908;05 65 99 73 23;www.vitavietravel.com;;;;
NDV;LUC VOYAGES;(Selectour);1, rue Hippolyte Lebas;;75009;PARIS;lucvoyages-paris@selectour.com;01 42 85 22 83;01 48 74 08 75;;;;;
NDV;Voyages Crolard;(Afat);1, rue Jean Jaurès;;74000;ANNECY;bonlieuvoyages@afatvoyages.fr;04 50 51 74 62;04 50 51 87 07;;;;;
NDV;Part de Rêves;(Tourcom);1, rue Jean Memoz;;92500;RUEIL MALMAISON;agence@partdereves.com;01 47 51 44 40;01 47 51 42 68;;;;;
NDV;Nouvelles Frontières;;1, rue Jean Monet;;95880;ENGHIEN-LES-BAINS;enghien.nf@nouvelles-frontieres.fr;01 39 89 54 55;01 39 89 29 95;www.nouvelles-frontieres.fr;;;;
NDV;Effective;;1, rue Jean-Jacques Bel;;33000;BORDEAUX;contact@effective-linguistique.com;05 57 77 44 88;05 57 77 44 89;www.effective-linguistique.com;;;;
NDV;Fram Voyages;;1, rue Lapeyrouse;;31000;TOULOUSE;agence.toulouse@fram.fr;05 62 15 17 90;05 62 15 16 77;;;;;
NDV;Neptune Voyages;(Selectour);1, rue Leperdit;;35000;RENNES;neptune-voyages@selectour.com;02 99 79 20 30;02 99 78 23 32;www.selectour.com/agence-neptune;;;;
NDV;Wasteels Voyages/Thomas Cook Voyages;;1, rue Maréchal Foch;;57185;CLOUANGE;clouange@wasteels.fr;03 87 58 52 11;03 87 58 92 47;www.wasteels.fr;;;;
NDV;Voyage Conseil OVP;(Selectour);1, rue Minvielle;;83400;HYERES;hyeres@ovp.fr;04 94 12 82 60;04 94 12 82 65;;;;;
NDV;Nouvelles Frontières/VVL Philippe Michel;;1, rue Monsigny;;62200;BOULOGNE-S/MER;boulognesurmer.nf@nouvelles-frontieres.fr;03 21 10 10 70;03 21 10 10 79;www.nouvelles-frontieres.fr;;;;
NDV;ORAN VOYAGES;;1, rue Morand;;75011;PARIS;oranvoyages@wanadoo.fr;01 49 29 95 49;01 49 29 05 50;;;;;
NDV;Rêv'Egée;;1, rue Morimont;;90000;BELFORT;revege@wanadoo.fr;03 84 28 57 67;03 84 55 08 29;;;;;
NDV;E. Leclerc Voyages;;1, rue Ordroneau;CP 2417;44400;REZE;rezesud@leclercvoyages.com;02 51 70 70 80;02 51 70 70 81;;;;;
NDV;Centre Azur Voyages;(Afat);1, rue Pasteur;;03300;CUSSET;azur.voyages@9online.fr;04 70 98 10 75;04 70 31 61 31;www.centreazurvoyages.com;;;;
NDV;Eva Voyages/Ambassade Fram;;1, rue Pasteur;;52000;CHAUMONT;eva-chaumont@pretapartir.fr;03 25 01 66 20;03 25 01 66 21;;;;;
NDV;Avita;(Tourcom);1, rue Paul Baudry;;85110;CHANTONNAY;voyages.barreteau@voila.fr;02 51 46 80 19;02 51 46 80 16;www.avita-voyagesbarreteau.com;;;;
NDV;Chatenet Voyages/Ambassade Fram;;1, rue Raymond Valet;"""Centre les Colonnes""";33290;BLANQUEFORT;sovcajacques@aol.com;05 56 35 05 05;05 56 35 89 31;www.ambassade-fram-chatenet-voyages-33.com;;;;
NDV;Nouvelles Frontières;;1, rue Réné Goscinny;;16000;ANGOULEME;angouleme.nf@nouvelles-frontieres.fr;05 45 95 37 87;05 45 38 83 54;www.nouvelles-frontieres.fr;;;;
NDV;Carlson Wagonlit Voyages;;1, rue Saint-Lazare;;95290;L'ISLE ADAM;ag.ltlisleadam@carlsonwagonlit.fr;01 34 69 05 23;01 34 08 04 66;;;;;
NDV;Carlson Wagonlit Voyages;;1, rue Saint-Nicolas;;57200;SARREGUEMINES;ag.ltsarreguemines@carlsonwagonlit.fr;0 826 825 248;0 826 825 348;;;;;
NDV;Salaün Holidays;;1, rue St Gilles;;22000;SAINT-BRIEUC;stbrieuc@salaun-holidays.com;02 96 60 86 30;02 96 60 86 34;www.salaun-holidays.com;;;;
NDV;Eden Tour;(Tourcom);1, rue St-Laurent;;44130;BLAIN;edenblain@wanadoo.fr;02 40 51 74 74;02 40 51 73 33;www.reussirsesvacances.com;;;;
NDV;Monts Jura Tourisme;;1, rue Strolz;;90000;BELFORT;belfort@pretapartir.fr;03 84 90 28 00;03 84 57 03 39;;;;;
NDV;A.C.O.T.U.R;;1, rue Vauban;97, angle av. de Paris;78000;VERSAILLES;contact-avdv@wanadoo.fr;01 39 24 03 33;;www.agence-versaillaise-des-voyages.com;;;;
NDV;Voyages CEA;;1, rue Victor Prouvé;C.C. Match;54110;DOMBASLE;contact@voyages-cea.com;03 83 45 83 92;03 83 48 31 59;www.voyages-cea.com;;;;
NDV;Touraine Voyages;;1, rue Voltaire;;37400;AMBOISE;tourainevoyages@wanadoo.fr;02 47 57 00 44;02 47 57 49 79;;;;;
NDV;Navitour Voyages;(Selectour);10 escale Boutique;C.C Cora;97190;GOSIER;navitourgosier@wanadoo.fr;05 90 93 01 02;05 90 93 61 63;;;;;
NDV;Bleu Voyages;(Selectour);10 ter, bd Gambetta;;38000;GRENOBLE;bleuvoyages-grenoble@selectour.com;04 76 87 06 31;04 76 87 05 73;;;;;
NDV;Atea Voyages;(Selectour);10, allée de Cambrai;;53000;LAVAL;ateavoyages-laval@selectour.com;02 43 56 25 05;0 820 20 16 24;www.atea-voyages.fr;;;;
NDV;Fram Voyages;;10, allées Brancas;;44000;NANTES;agence.nantes@fram.fr;0 826 46 61 12;02 40 35 03 51;;;;;
NDV;Rêves de Voyages/Thomas Cook Voyages;;10, av. Alphonse Legault;;35170;BRUZ;revesdevoyages@thomascook.fr;02 23 50 18 52;02 99 52 79 63;www.revesdevoyages.com;;;;
NDV;Lavergne Voyages;(Tourcom);10, av. Charles Périé;;15200;MAURIAC;mauriac@lavergne-voyages.fr;04 71 68 12 40;04 71 68 12 75;www.lavergne-voyages.fr;;;;
NDV;Thomas Cook Voyages;;10, av. d'Aquitaine;;24000;PERIGUEUX;perigueux@thomascook.fr;05 53 35 95 00;05 53 09 24 84;www.thomascook.fr;;;;
NDV;Dilivoyage;(Afat);10, av. de la République;;21200;BEAUNE;dilivoyage@wanadoo.fr;03 80 24 24 82;03 80 24 24 94;www.dilivoyage.com;;;;
NDV;Hervé Voyages;(Afat);10, av. du Gal de Gaulle;;35300;FOUGERES;fougeres@voyages-herve.com;02 99 94 02 15;02 99 94 04 88;www.voyages-herve.fr;;;;
NDV;E. Leclerc Voyages;;10, av. du Général de Gaulle;;92230;GENNEVILLIERS;patricia.dron@scapnor.fr;01 41 47 66 50;01 47 94 30 62;www.leclercvoyages.com;;;;
NDV;Havas Voyages/MC2 Forces;(Tourcom);10, av. Félix Faure;;06000;NICE;havasnice@mc2forces.fr;04 93 81 26 26;04 93 85 75 34;;;;;
NDV;EXECUTIF TRAVEL;(Tourcom);10, av. Franklin Roosevelt;;75008;PARIS;mail@executiftravel.com;01 40 30 08 04;01 43 64 48 10;;;;;
NDV;Iloha Voyages;(Tourcom);10, av. Frédéric Mistral;;13210;SAINT-REMY DE PROVENCE;iloha.voyages@wanadoo.fr;04 90 26 68 32;04 90 90 02 71;;;;;
NDV;Club Voyages;;10, av. Gabriel Péri;;92320;CHATILLON;chatillon@clubvoyages.com;01 42 53 85 00;01 49 85 70 49;www.club-voyages.fr;;;;
NDV;Couleurs du Monde;;10, av. Georges Clémenceau;;92500;RUEIL MALMAISON;couleursdumonde@aol.com;01 47 49 46 48;01 47 08 50 57;;;;;
NDV;Carlson Wagonlit Voyages/Ambassade Fram;;10, av. Jean-Jaurès;;42110;FEURS;ag.ltfeurs@carlsonwagonlit.fr;04 77 26 38 77;04 77 27 06 83;;;;;
NDV;Comitour Provence;;10, av. Jules Cantini;;13006;MARSEILLE;voyages@comitour.biz;04 91 79 13 00;04 91 25 64 20;;;;;
NDV;URANIE VOYAGES;;10, av. Philippe Auguste;;75011;PARIS;nation@uranie-voyages.com;01 44 64 85 00;01 44 64 85 05;;;;;
NDV;Chauchard Evasion/Ambassade Fram;;10, av. Tarayre;;12000;RODEZ;chauchardrodez@triangle-voyages.com;05 65 77 21 40;05 65 42 52 92;www.ambassade-fram-chauchard-evasion12.com;;;;
NDV;Sud'R Voyages;(Selectour);10, bd de Lattre de Tassigny;;83310;COGOLIN;sudr-cogolin@selectour.com;0 825 826 481;04 94 54 01 37;www.sud-voyages.com;;;;
NDV;INTERTOURISME;;10, bd du Temple;;75011;PARIS;contact@intertourisme.com;01 43 55 84 86;01 48 07 81 16;www.intertourisme.com;;;;
NDV;H2O Voyage;(Tourcom);10, bd Henri Annauld;;49000;ANGERS;france@h2ovoyage.com;02 41 24 69 00;02 41 24 69 01;www.h2ovoyage.com;;;;
NDV;Nouvelles Frontières;;10, Grande Rue;;01210;FERNEY;ferney.nf@nouvelles-frontieres.fr;04 50 42 24 00;04 50 42 39 45;www.nouvelles-frontieres.fr;;;;
NDV;3 Blancheurs;;10, le Bois d'Ardennes;;44680;SAINTE-PAZANNE;pelerinage@3blancheurs.com;02 40 02 76 16;02 40 02 76 15;www.3blancheurs.com;;;;
NDV;Carib Holidays;(Manor);10, Les Comptoirs de St-François - 24, av. du Pdt Kennedy;;97118;SAINT-FRANCOIS;info@caribholidays.fr;05 90 85 00 64;05 90 28 65 81;www.caribholidays.fr;;;;
NDV;Tourisme et Voyages;(Tourcom);10, place Alsace lorraine;;07100;ANNONAY;tourisme.voyages@wanadoo.fr;04 75 34 63 18;04 75 34 28 82;www.tourismevoyages.com;;;;
NDV;Sports et Tourisme/ Voyages Goujeau;(Tourcom);10, place André Lemoyne;;17400;SAINT-JEAN-D'ANGELY;voyagegoujeau@wanadoo.fr;05 46 32 44 75;05 46 32 78 49;;;;;
NDV;Cid Voyages;(Selectour);10, place Barthal;;46100;FIGEAC;cid-figeac@selectour.com;05 65 34 49 02;05 65 34 78 79;;;;;
NDV;Hangard Voyages;(Selectour);10, place de la Calende;;76000;ROUEN;hangard-rouen@selectour.com;02 35 70 16 95;02 35 88 45 04;;;;;
NDV;CMA Traveller's Club;(Afat);10, place de la Joliette;les Docks;13002;MARSEILLE;ho.ssacre@cma-cgm.com;04 88 66 65 51;04 91 90 63 77;cmatravellersclub.afatvoyages.fr;;;;
NDV;Nouvelles Frontières;;10, place de la Louviere;;94100;SAINT-MAUR;stmaur.nf@nouvelles-frontieres.fr;01 41 81 21 10;01 41 81 21 15;www.nouvelles-frontieres.fr;;;;
NDV;Pause Voyage;(Afat);10, place de la Mairie;;91540;MENNECY;pause@pause-voyage.fr;01 69 90 01 11;01 69 90 08 15;www.pause-voyage.fr;;;;
NDV;MNV-Messageries Nationales;(Selectour);10, place de la Paix;;07200;AUBENAS;mnv-aubenas@selectour.com;04 75 35 68 68;04 75 35 68 65;www.mnv-voyages.com;;;;
NDV;Cap 5/Ambassade Fram;(Manor);10, place de la République;;59200;TOURCOING;cap5tourcoing@cap5.com;03 20 24 06 66;03 20 26 41 96;www.cap5.com;;;;
NDV;Norest Voyages;(Selectour);10, place de la République;;67160;WISSEMBOURG;norest-wissembourg@selectour.com;03 88 54 90 10;03 88 54 35 31;www.norest-voyages.fr;;;;
NDV;Aubert Ermisse Tours;;10, place de la Victoire;;37000;TOURS;info@aubert-ermisse.com;02 47 37 54 47;02 47 38 32 60;www.aubert-ermisse.com;;;;
NDV;Voyages à la Clef;(Afat);10, place de Paris;;78990;ELANCOURT;info.alaclef@afatvoyages.fr;01 30 68 00 11;01 30 68 01 68;www.voyages-a-la-clef.afatvoyages.fr;;;;
NDV;Bleu Voyages;(Selectour);10, place des Tuileaux;;38240;MEYLAN;bleuvoyages-meylan@selectour.com;04 76 41 93 50;04 76 41 95 30;;;;;
NDV;Egide Voyages;(Selectour);10, place du Fer à Cheval;;94310;ORLY;egide-orly@selectour.com;01 48 84 85 85;01 48 84 74 63;;;;;
NDV;Havas Voyages/Azur Voyages;;10, place du Général de Gaulle;;13001;MARSEILLE;marseille@voyazur.com;04 91 54 38 48;04 91 55 63 18;www.voyazur.com;;;;
NDV;Ailleurs;(Afat);10, place du Peuple;;42000;SAINT-ETIENNE;sedetour@ailleurs.com;04 77 33 38 75;04 77 21 35 79;;;;;
NDV;Perier Voyages;;10, place du Pôt d'Etain;;27500;PONT AUDEMER;pontaudemer@perier-voyages.com;02 32 20 20 90;02 32 57 73 80;www.cars-perier-voyages.fr;;;;
NDV;Socar Voyages/Thomas Cook Voyages;;10, place Henri IV;;60300;SENLIS;socar.senlis@wanadoo.fr;03 44 53 67 99;03 44 53 34 92;;;;;
NDV;Tourisme et Voyages Vairon;(Selectour);10, place Pierre Semard;;94130;NOGENT-SUR-MARNE;affaires@vairon-selectour.com;01 41 95 65 30;01 41 95 65 31;;;;;
NDV;Hangard Voyages;(Selectour);10, place Robert Gabel;;76450;CANY-BARVILLE;hangard-cany@wanadoo.fr;02 35 57 47 04;02 35 97 49 98;;;;;
NDV;BAILLY VOYAGES/JANCARTHIER VOYAGES;(Selectour);10, place Saint-Sulpice;;75006;PARIS;bailly@jancarthier.fr;01 55 42 70 00;01 55 42 70 01;;;;;
NDV;Package;;10, quai Charles de Gaulle;;69006;LYON;;04 78 17 61 76;04 78 17 61 77;www.package.fr;;;;
NDV;Lambot Voyages;(Selectour);10, quai E.-Garnier;;85100;SABLES D'OLONNE (LES);lambot-lessables@selectour.com;02 51 95 39 00;02 51 96 91 13;www.lambot-voyages.fr;;;;
NDV;Nouvelles Frontières;;10, quai Emile-Zola;;35000;RENNES;rennes.nf@nouvelles-frontieres.fr;02 99 79 61 13;02 99 79 02 77;;;;;
NDV;Carlson Wagonlit Voyages/Jet Tours;;10, quai Eustache Chappuis;;74000;ANNECY;ag.ltannecy.tourisme@carlsonwagonlit.fr;0 826 825 440;0 826 825 540;;;;;
