licence;iata;agence;Réseau;adresse;adresse2;adresse3;adresse4;BP;cp;ville;email;tel;fax;web;Contacts;;;;;;;;;
093050008;;Nouvelles Frontières;;1, rue des Sept Agaches;;;;;59000;LILLE;lille.nf@nouvelles-frontieres.fr;03 20 14 22 88;03 20 14 22 80;www.nouvelles-frontieres.fr;Chef d'agence;Devos Cathy;;;;;;;;
075050006;;GLOBALTOURS;(Tourcom);1, rue d'Hauteville;;;;;75010;PARIS;contact@monde-authentique.com;01 53 34 92 71;01 53 34 92 76;www.monde-authentique.com;;;;;;;;;;
75950333;;Club Med Voyages;;1, rue d'Illiers;;;;;45000;ORLEANS;annick.ripoche@clubmed.com;02 38 81 11 55;02 38 62 89 32;www.clubmed.com;Chef d'agence;Ripoche Annick;;;;;;;;
44040002;;Club Voyages;;1, rue du 14 Juillet;;;;;91100;CORBEIL-ESSONNES;corbeil@clubvoyages.com;01 60 75 62 63;01 60 75 69 72;www.club-voyages.fr;Chef d'agence;Ouensanga Isabelle;;;;;;;;
050950006;;Vikings Voyages/Ambassade Fram;;1, rue du 20 Juin;;;;;50700;VALOGNES;infos-valognes@vikings-voyages.com;02 33 40 05 25;02 33 95 23 77;;;;;;;;;;;
021980002;;Partenaire Tours;;1, rue du Cap Vert;;;;;21800;QUETIGNY;ptours21@wanadoo.fr;03 80 48 55 14;03 80 48 55 01;www.partenairetours.com;Directeur;Gonnet Christophe;;;;;;;;
039960002;;Haut Jura Tourisme;;1, rue du Chateau;;;;BP 52 ;39200;SAINT-CLAUDE;haut-jura-tourisme@wanadoo.fr;03 84 45 72 37;03 84 45 72 38;www.haut-jura-tourisme.com;Chef d'agence;Ollive Marianne;;;;;;;;
77030003;;Cora Voyages;;1, rue du Chenil;Croissy-Beaubourg;;;;77777;MARNE-LA-VALLEE;marketing@coravoyages.fr;01 64 62 65 76;01 64 62 64 62;www.coravoyages.fr;;;;;;;;;;
058080001;;Fahrenheit;(Manor);1, rue du Commerce;;;;;58200;COSNE-COURS-SUR-LOIRE;fahrenlans@aol.com;03 86 26 60 14;03 86 26 94 23;www.dfvoyages.com;;;;;;;;;;
;20246505;QCNS Cruise;;1, rue du Gabian;;;;;98000;MONACO;info@qcnscruise.com;0 800 94 10 94;0 800 94 30 94;www.croisieresnet.com;;;;;;;;;;
057950016;20206060;Fensch Voyages;(Afat);1, rue du Général de Gaulle;;;;;57700;HAYANGE;fensch.voyages@wanadoo.fr;03 82 85 17 18;03 82 85 36 51;www.fenschvoyages-lcc.com;Directeur;Wald Corinne;;;;;;;;
074980001;;Nouvelles Frontières/Griffay Voyages;;1, rue du Lac;;;;;74000;ANNECY;annecy.nf@nouvelles-frontieres.fr;04 50 45 81 00;04 50 45 22 32;www.nouvelles-frontieres.fr;Directeur;Griffay Thierry;;;;;;;;
75990098;20291913;Carlson Wagonlit Voyages;;1, rue du Mal Joffre;;;;BP 90232 ;35000;RENNES;ag.ltrennes.joffre@carlsonwagonlit.fr;0 826 825 521;0 826 825 621;;;;;;;;;;;
095960010;20208215;Luc Voyages;(Selectour);1, rue du Marché;;;;;95400;ARNOUVILLE;lucvoyages-arnouville@selectour.com;01 39 87 34 34;01 34 53 92 84;www.luc-voyages.com;Directeur;Adjadj Claudine;;;;;;;;
075950387;;Transunivers;;1, rue du Pont Guilhemery;;;;;31000;TOULOUSE;31@transunivers.fr;05 62 73 79 09;05 62 73 06 65;www.transunivers.fr;Chef d'agence;Haya-Baviera Charlotte;;;;;;;;
093050008;;Nouvelles Frontières;;1, rue du Sauvage;;;;;68100;MULHOUSE;mulhouse.nf@nouvelles-frontieres.fr;03 89 46 25 00;03 89 46 11 87;www.nouvelles-frontieres.fr;Chef d'agence;Bauer Françoise;;;;;;;;
75060060;20213491;Carlson Wagonlit Voyages;;1, rue du Temple;;;;;68300;SAINT-LOUIS;ag.ltsaintlouis@carlsonwagonlit.fr;0 826 825 716;0 826 825 816;;Chef d'agence;Beck Marcelle;;;;;;;;
35000001;2020619;Avel Vat Groupe;(Manor);1, rue du Tribunal;;;;;35300;FOUGERES;avelvat.vdm.fgs@hotmail.fr;02 99 94 21 91;02 99 94 53 66;;Directeur général;Capestan Alain;PDG;Rial Jean-François;Chef d'agence;Theron Liliane;;;;
002950005;;Starcar;;1, rue du Vivier;;;;BP 340 ;02100;SAINT-QUENTIN;culturestraditions@wanadoo.fr;03 23 06 00 00;03 23 64 35 54;;Directeur;Fouquet Martine;;;;;;;;
41020003;;Aventures & Cie;;1, rue Durfort de Duras;;;;;41600;LAMOTTE-BEUVRON;info@aventures-et-cie.com;02 54 83 08 00;02 54 83 08 01;www.aventures-et-cie.com;Directeur;Guillemet Gilles;Chef comptable;Reaut Edwige;;;;;;
027980001;;Nouvelles Frontières/E. Boissière;;1, rue Edouard Feray;;;;;27000;EVREUX;evreux.nf@nouvelles-frontieres.fr;02 32 31 10 00;02 32 31 10 22;www.nouvelles-frontieres.fr;Chef d'agence;Boissiere Eric;;;;;;;;
56020002;20251571;E. Leclerc Voyages;;1, rue F. Mauriac;;;;;56600;LANESTER;lanester@leclercvoyages.com;02 97 76 98 98;02 97 76 98 95;www.leclercvoyages.com;Chef d'agence;Le Cunff Anne;;;;;;;;
092040001;;Skibed/Summerded;;1, rue Garnier;;;;;92000;NEUILLY-SUR-SEINE;service-clientele@skibed.com;08 92 23 26 27;01 41 92 90 39;www.skibed.com;Directeur;Benhalima Hakim;Directeur commercial;Dufour Arnaud;Directeur;Koiransky Philippe;;;;
01206001;;Vitavie Travel;;1, rue Henri Michel;;;;;12400;SAINT-AFFRIQUE;contact@vitavietravel.com;0 892 690 908;05 65 99 73 23;www.vitavietravel.com;;;;;;;;;;
095960010;;LUC VOYAGES;(Selectour);1, rue Hippolyte Lebas;;;;;75009;PARIS;lucvoyages-paris@selectour.com;01 42 85 22 83;01 48 74 08 75;;Directeur;Adjadj Luc;;;;;;;;
074950018;20202582;Voyages Crolard;(Afat);1, rue Jean Jaurès;;;;;74000;ANNECY;bonlieuvoyages@afatvoyages.fr;04 50 51 74 62;04 50 51 87 07;;Chef d'agence;Caillot Bernard;;;;;;;;
092070007;;Part de Rêves;(Tourcom);1, rue Jean Memoz;;;;;92500;RUEIL MALMAISON;agence@partdereves.com;01 47 51 44 40;01 47 51 42 68;;;;;;;;;;;
093050008;;Nouvelles Frontières;;1, rue Jean Monet;;;;;95880;ENGHIEN-LES-BAINS;enghien.nf@nouvelles-frontieres.fr;01 39 89 54 55;01 39 89 29 95;www.nouvelles-frontieres.fr;Chef d'agence;Tubiana Natacha;;;;;;;;
33960001;;Effective;;1, rue Jean-Jacques Bel;;;;;33000;BORDEAUX;contact@effective-linguistique.com;05 57 77 44 88;05 57 77 44 89;www.effective-linguistique.com;Directeur;Soubeyran Gérald;;;;;;;;
031010004;;Fram Voyages;;1, rue Lapeyrouse;;;;;31000;TOULOUSE;agence.toulouse@fram.fr;05 62 15 17 90;05 62 15 16 77;;;;;;;;;;;
035960010;20211855;Neptune Voyages;(Selectour);1, rue Leperdit;;;;BP 60532 ;35000;RENNES;neptune-voyages@selectour.com;02 99 79 20 30;02 99 78 23 32;www.selectour.com/agence-neptune;Directeur;Grosse Jacques;;;;;;;;
093060011;20212463;Wasteels Voyages/Thomas Cook Voyages;;1, rue Maréchal Foch;;;;;57185;CLOUANGE;clouange@wasteels.fr;03 87 58 52 11;03 87 58 92 47;www.wasteels.fr;Chef d'agence;Ziviani Danièle;;;;;;;;
069950040;;Voyage Conseil OVP;(Selectour);1, rue Minvielle;;;;;83400;HYERES;hyeres@ovp.fr;04 94 12 82 60;04 94 12 82 65;;;;;;;;;;;
062990003;;Nouvelles Frontières/VVL Philippe Michel;;1, rue Monsigny;;;;;62200;BOULOGNE-S/MER;boulognesurmer.nf@nouvelles-frontieres.fr;03 21 10 10 70;03 21 10 10 79;www.nouvelles-frontieres.fr;Directeur;Catrix Philippe;;;;;;;;
075030002;;ORAN VOYAGES;;1, rue Morand;;;;;75011;PARIS;oranvoyages@wanadoo.fr;01 49 29 95 49;01 49 29 05 50;;;;;;;;;;;
090030001;;Rêv'Egée;;1, rue Morimont;;;;;90000;BELFORT;revege@wanadoo.fr;03 84 28 57 67;03 84 55 08 29;;;;;;;;;;;
44020002;;E. Leclerc Voyages;;1, rue Ordroneau;CP 2417;;;;44400;REZE;rezesud@leclercvoyages.com;02 51 70 70 80;02 51 70 70 81;;Chef d'agence;Agapit Corinne;;;;;;;;
3960004;;Centre Azur Voyages;(Afat);1, rue Pasteur;;;;;3300;CUSSET;azur.voyages@9online.fr;04 70 98 10 75;04 70 31 61 31;www.centreazurvoyages.com;Directeur;Pirillo-Fayolet Olga;;;;;;;;
54970001;;Eva Voyages/Ambassade Fram;;1, rue Pasteur;;;;;52000;CHAUMONT;eva-chaumont@pretapartir.fr;03 25 01 66 20;03 25 01 66 21;;Chef d'agence;Viry Marie-Odile;;;;;;;;
85960001;;Avita;(Tourcom);1, rue Paul Baudry;;;;;85110;CHANTONNAY;voyages.barreteau@voila.fr;02 51 46 80 19;02 51 46 80 16;www.avita-voyagesbarreteau.com;Directeur;Thueux Caroline;;;;;;;;
33960009;2023699;Chatenet Voyages/Ambassade Fram;;1, rue Raymond Valet;"""Centre les Colonnes""";;;BP 45 ;33290;BLANQUEFORT;sovcajacques@aol.com;05 56 35 05 05;05 56 35 89 31;www.ambassade-fram-chatenet-voyages-33.com;Directeur;Chatenet Jacques;;;;;;;;
093050008;;Nouvelles Frontières;;1, rue Réné Goscinny;;;;;16000;ANGOULEME;angouleme.nf@nouvelles-frontieres.fr;05 45 95 37 87;05 45 38 83 54;www.nouvelles-frontieres.fr;Chef d'agence;Nicolas Nathalie;;;;;;;;
75990098;20201495;Carlson Wagonlit Voyages;;1, rue Saint-Lazare;;;;;95290;L'ISLE ADAM;ag.ltlisleadam@carlsonwagonlit.fr;01 34 69 05 23;01 34 08 04 66;;;;;;;;;;;
57010002;20291946;Carlson Wagonlit Voyages;;1, rue Saint-Nicolas;;;;;57200;SARREGUEMINES;ag.ltsarreguemines@carlsonwagonlit.fr;0 826 825 248;0 826 825 348;;;;;;;;;;;
035000002;;Salaün Holidays;;1, rue St Gilles;;;;;22000;SAINT-BRIEUC;stbrieuc@salaun-holidays.com;02 96 60 86 30;02 96 60 86 34;www.salaun-holidays.com;Chef d'agence;Ollivier-Henry Valérie;;;;;;;;
44030001;;Eden Tour;(Tourcom);1, rue St-Laurent;;;;;44130;BLAIN;edenblain@wanadoo.fr;02 40 51 74 74;02 40 51 73 33;www.reussirsesvacances.com;Directeur;Peltanche Yvon;;;;;;;;
054960001;20239376;Monts Jura Tourisme;;1, rue Strolz;;;;;90000;BELFORT;belfort@pretapartir.fr;03 84 90 28 00;03 84 57 03 39;;Chef d'agence;Denche Aicha;;;;;;;;
78950026;;A.C.O.T.U.R;;1, rue Vauban;97, angle av. de Paris;;;;78000;VERSAILLES;contact-avdv@wanadoo.fr;01 39 24 03 33;;www.agence-versaillaise-des-voyages.com;Directeur;Grosse Emma;;;;;;;;
054050002;;Voyages CEA;;1, rue Victor Prouvé;C.C. Match;;;;54110;DOMBASLE;contact@voyages-cea.com;03 83 45 83 92;03 83 48 31 59;www.voyages-cea.com;Directeur;Dory Gérard;;;;;;;;
037960007;;Touraine Voyages;;1, rue Voltaire;;;;BP 202 ;37400;AMBOISE;tourainevoyages@wanadoo.fr;02 47 57 00 44;02 47 57 49 79;;Chef d'agence;Boscher Sylvie;Gérant;Boscher Danièle;;;;;;
971950005;;Navitour Voyages;(Selectour);10 escale Boutique;C.C Cora;;;;97190;GOSIER;navitourgosier@wanadoo.fr;05 90 93 01 02;05 90 93 61 63;;Directeur;de Reynal Eric;;;;;;;;
42950003;20224945;Bleu Voyages;(Selectour);10 ter, bd Gambetta;;;;;38000;GRENOBLE;bleuvoyages-grenoble@selectour.com;04 76 87 06 31;04 76 87 05 73;;Chef d'agence;Wild Nathalie;;;;;;;;
35070002;20255152;Atea Voyages;(Selectour);10, allée de Cambrai;;;;;53000;LAVAL;ateavoyages-laval@selectour.com;02 43 56 25 05;0 820 20 16 24;www.atea-voyages.fr;Directeur;Lucas André;;;;;;;;
031010004;20243845;Fram Voyages;;10, allées Brancas;;;;;44000;NANTES;agence.nantes@fram.fr;0 826 46 61 12;02 40 35 03 51;;;;;;;;;;;
035050002;;Rêves de Voyages/Thomas Cook Voyages;;10, av. Alphonse Legault;;;;;35170;BRUZ;revesdevoyages@thomascook.fr;02 23 50 18 52;02 99 52 79 63;www.revesdevoyages.com;;;;;;;;;;
015950001;;Lavergne Voyages;(Tourcom);10, av. Charles Périé;;;;;15200;MAURIAC;mauriac@lavergne-voyages.fr;04 71 68 12 40;04 71 68 12 75;www.lavergne-voyages.fr;Chef d'agence;Chastan Jean-Luc;;;;;;;;
092950011;20211192;Thomas Cook Voyages;;10, av. d'Aquitaine;;;;;24000;PERIGUEUX;perigueux@thomascook.fr;05 53 35 95 00;05 53 09 24 84;www.thomascook.fr;Chef d'agence;Laborie Dominique;;;;;;;;
21950001;;Dilivoyage;(Afat);10, av. de la République;;;;;21200;BEAUNE;dilivoyage@wanadoo.fr;03 80 24 24 82;03 80 24 24 94;www.dilivoyage.com;Directeur;Barbeillon Joël;;;;;;;;
035070003;;Hervé Voyages;(Afat);10, av. du Gal de Gaulle;;;;;35300;FOUGERES;fougeres@voyages-herve.com;02 99 94 02 15;02 99 94 04 88;www.voyages-herve.fr;;;;;;;;;;
95960011;20247835;E. Leclerc Voyages;;10, av. du Général de Gaulle;;;;;92230;GENNEVILLIERS;patricia.dron@scapnor.fr;01 41 47 66 50;01 47 94 30 62;www.leclercvoyages.com;Chef d'agence;Druon Patricia;;;;;;;;
006960012;;Havas Voyages/MC2 Forces;(Tourcom);10, av. Félix Faure;;;;;06000;NICE;havasnice@mc2forces.fr;04 93 81 26 26;04 93 85 75 34;;;;;;;;;;;
075020033;20247463;EXECUTIF TRAVEL;(Tourcom);10, av. Franklin Roosevelt;;;;;75008;PARIS;mail@executiftravel.com;01 40 30 08 04;01 43 64 48 10;;Directeur;Kaci Samy;;;;;;;;
013050002;;Iloha Voyages;(Tourcom);10, av. Frédéric Mistral;;;;;13210;SAINT-REMY DE PROVENCE;iloha.voyages@wanadoo.fr;04 90 26 68 32;04 90 90 02 71;;;;;;;;;;;
44040002;;Club Voyages;;10, av. Gabriel Péri;;;;;92320;CHATILLON;chatillon@clubvoyages.com;01 42 53 85 00;01 49 85 70 49;www.club-voyages.fr;Chef d'agence;Tantot Corinne;;;;;;;;
92980004;;Couleurs du Monde;;10, av. Georges Clémenceau;;;;;92500;RUEIL MALMAISON;couleursdumonde@aol.com;01 47 49 46 48;01 47 08 50 57;;Directeur;Rupied Philippe;;;;;;;;
75060060;20215274;Carlson Wagonlit Voyages/Ambassade Fram;;10, av. Jean-Jaurès;;;;;42110;FEURS;ag.ltfeurs@carlsonwagonlit.fr;04 77 26 38 77;04 77 27 06 83;;;;;;;;;;;
13960054;;Comitour Provence;;10, av. Jules Cantini;;;;;13006;MARSEILLE;voyages@comitour.biz;04 91 79 13 00;04 91 25 64 20;;Directeur;Hassoun Victor;;;;;;;;
094950033;;URANIE VOYAGES;;10, av. Philippe Auguste;;;;;75011;PARIS;nation@uranie-voyages.com;01 44 64 85 00;01 44 64 85 05;;Chef d'agence;Pereira David;;;;;;;;
12950003;;Chauchard Evasion/Ambassade Fram;;10, av. Tarayre;;;;;12000;RODEZ;chauchardrodez@triangle-voyages.com;05 65 77 21 40;05 65 42 52 92;www.ambassade-fram-chauchard-evasion12.com;Directeur;Chauchard Jacques;;;;;;;;
083950032;20222823;Sud'R Voyages;(Selectour);10, bd de Lattre de Tassigny;;;;;83310;COGOLIN;sudr-cogolin@selectour.com;0 825 826 481;04 94 54 01 37;www.sud-voyages.com;Directeur;Roland Grégory;;;;;;;;
075970077;;INTERTOURISME;;10, bd du Temple;;;;;75011;PARIS;contact@intertourisme.com;01 43 55 84 86;01 48 07 81 16;www.intertourisme.com;Directeur;Pausch-Loncle Friederike;;;;;;;;
049020001;;H2O Voyage;(Tourcom);10, bd Henri Annauld;;;;;49000;ANGERS;france@h2ovoyage.com;02 41 24 69 00;02 41 24 69 01;www.h2ovoyage.com;Directeur;Le Coedic Eric;;;;;;;;
093050008;;Nouvelles Frontières;;10, Grande Rue;;;;;01210;FERNEY;ferney.nf@nouvelles-frontieres.fr;04 50 42 24 00;04 50 42 39 45;www.nouvelles-frontieres.fr;;;;;;;;;;
44000002;;3 Blancheurs;;10, le Bois d'Ardennes;;;;BP 23 ;44680;SAINTE-PAZANNE;pelerinage@3blancheurs.com;02 40 02 76 16;02 40 02 76 15;www.3blancheurs.com;Directeur;Batard Gérard;;;;;;;;
971950029;;Carib Holidays;(Manor);10, Les Comptoirs de St-François - 24, av. du Pdt Kennedy;;;;BP 208 ;97118;SAINT-FRANCOIS;info@caribholidays.fr;05 90 85 00 64;05 90 28 65 81;www.caribholidays.fr;Chef d'agence;Pin Thierry;;;;;;;;
007950002;;Tourisme et Voyages;(Tourcom);10, place Alsace lorraine;;;;;07100;ANNONAY;tourisme.voyages@wanadoo.fr;04 75 34 63 18;04 75 34 28 82;www.tourismevoyages.com;;;;;;;;;;
017950003;;Sports et Tourisme/ Voyages Goujeau;(Tourcom);10, place André Lemoyne;;;;;17400;SAINT-JEAN-D'ANGELY;voyagegoujeau@wanadoo.fr;05 46 32 44 75;05 46 32 78 49;;;;;;;;;;;
12950006;;Cid Voyages;(Selectour);10, place Barthal;;;;;46100;FIGEAC;cid-figeac@selectour.com;05 65 34 49 02;05 65 34 78 79;;Directeur;Cid Georges;;;;;;;;
076950011;20249250;Hangard Voyages;(Selectour);10, place de la Calende;;;;;76000;ROUEN;hangard-rouen@selectour.com;02 35 70 16 95;02 35 88 45 04;;Chef d'agence;Guéry Christelle;Directeur;Mazars Laurent;;;;;;
13980015;20238061;CMA Traveller's Club;(Afat);10, place de la Joliette;les Docks;Atrium 10-05;;BP 36402 ;13002;MARSEILLE;ho.ssacre@cma-cgm.com;04 88 66 65 51;04 91 90 63 77;cmatravellersclub.afatvoyages.fr;Directeur;Sacre Samir;;;;;;;;
093050008;;Nouvelles Frontières;;10, place de la Louviere;;;;;94100;SAINT-MAUR;stmaur.nf@nouvelles-frontieres.fr;01 41 81 21 10;01 41 81 21 15;www.nouvelles-frontieres.fr;;;;;;;;;;
091950011;;Pause Voyage;(Afat);10, place de la Mairie;;;;;91540;MENNECY;pause@pause-voyage.fr;01 69 90 01 11;01 69 90 08 15;www.pause-voyage.fr;Directeur;Charbonneau Lionel;;;;;;;;
026950009;20205603;MNV-Messageries Nationales;(Selectour);10, place de la Paix;;;;;07200;AUBENAS;mnv-aubenas@selectour.com;04 75 35 68 68;04 75 35 68 65;www.mnv-voyages.com;Chef d'agence;Charriere Robert;;;;;;;;
59960026;20213476;Cap 5/Ambassade Fram;(Manor);10, place de la République;;;;;59200;TOURCOING;cap5tourcoing@cap5.com;03 20 24 06 66;03 20 26 41 96;www.cap5.com;Chef d'agence;Lemaire Laure;;;;;;;;
067950031;20202770;Norest Voyages;(Selectour);10, place de la République;;;;BP 82 ;67160;WISSEMBOURG;norest-wissembourg@selectour.com;03 88 54 90 10;03 88 54 35 31;www.norest-voyages.fr;Chef d'agence;Grebmayer Sabine;Gérant;Grebmayer Malou;;;;;;
37960001;;Aubert Ermisse Tours;;10, place de la Victoire;;;;;37000;TOURS;info@aubert-ermisse.com;02 47 37 54 47;02 47 38 32 60;www.aubert-ermisse.com;Directeur;Aubert Floscel;;;;;;;;
078950008;20246542;Voyages à la Clef;(Afat);10, place de Paris;;;;;78990;ELANCOURT;info.alaclef@afatvoyages.fr;01 30 68 00 11;01 30 68 01 68;www.voyages-a-la-clef.afatvoyages.fr;Directeur;Paufichet Alain;;;;;;;;
38000004;20209453;Bleu Voyages;(Selectour);10, place des Tuileaux;;;;;38240;MEYLAN;bleuvoyages-meylan@selectour.com;04 76 41 93 50;04 76 41 95 30;;Chef d'agence;Mazzettino Stéphanie;;;;;;;;
91950006;20239693;Egide Voyages;(Selectour);10, place du Fer à Cheval;;;;;94310;ORLY;egide-orly@selectour.com;01 48 84 85 85;01 48 84 74 63;;Directeur;Niochau Frédéric;;;;;;;;
013960085;20222613;Havas Voyages/Azur Voyages;;10, place du Général de Gaulle;;;;;13001;MARSEILLE;marseille@voyazur.com;04 91 54 38 48;04 91 55 63 18;www.voyazur.com;Chef d'agence;Sadani Naceira;;;;;;;;
69050008;;Ailleurs;(Afat);10, place du Peuple;;;;;42000;SAINT-ETIENNE;sedetour@ailleurs.com;04 77 33 38 75;04 77 21 35 79;;Chef d'agence;Duchamp Delphine;;;;;;;;
076960004;;Perier Voyages;;10, place du Pôt d'Etain;;;;;27500;PONT AUDEMER;pontaudemer@perier-voyages.com;02 32 20 20 90;02 32 57 73 80;www.cars-perier-voyages.fr;;;;;;;;;;
060960001;20261931;Socar Voyages/Thomas Cook Voyages;;10, place Henri IV;;;;;60300;SENLIS;socar.senlis@wanadoo.fr;03 44 53 67 99;03 44 53 34 92;;Directeur;Meunier Christine;;;;;;;;
093970008;;Tourisme et Voyages Vairon;(Selectour);10, place Pierre Semard;;;;;94130;NOGENT-SUR-MARNE;affaires@vairon-selectour.com;01 41 95 65 30;01 41 95 65 31;;;;;;;;;;;
076950011;;Hangard Voyages;(Selectour);10, place Robert Gabel;;;;;76450;CANY-BARVILLE;hangard-cany@wanadoo.fr;02 35 57 47 04;02 35 97 49 98;;;;;;;;;;;
75950547;20209033;BAILLY VOYAGES/JANCARTHIER VOYAGES;(Selectour);10, place Saint-Sulpice;;;;;75006;PARIS;bailly@jancarthier.fr;01 55 42 70 00;01 55 42 70 01;;Directeur;Delisle Fabienne;;;;;;;;
069950011;;Package;;10, quai Charles de Gaulle;;;;;69006;LYON;;04 78 17 61 76;04 78 17 61 77;www.package.fr;;;;;;;;;;
085950006;20294094;Lambot Voyages;(Selectour);10, quai E.-Garnier;;;;BP 60273 ;85100;SABLES D'OLONNE (LES);lambot-lessables@selectour.com;02 51 95 39 00;02 51 96 91 13;www.lambot-voyages.fr;Directeur commercial;Lesage Jacques;Directeur;Lesage Brigitte;;;;;;
093050008;;Nouvelles Frontières;;10, quai Emile-Zola;;;;;35000;RENNES;rennes.nf@nouvelles-frontieres.fr;02 99 79 61 13;02 99 79 02 77;;Chef d'agence;Macaud Cécile;;;;;;;;
75990098;20228191;Carlson Wagonlit Voyages/Jet Tours;;10, quai Eustache Chappuis;;;;;74000;ANNECY;ag.ltannecy.tourisme@carlsonwagonlit.fr;0 826 825 440;0 826 825 540;;;;;;;;;;;
75990098;20201904;Carlson Wagonlit Voyages;;10, rue Alsace Lorraine;;;;;42300;ROANNE;ag.ltroanne@carlsonwagonlit.fr;04 77 71 38 43;04 77 70 51 55;;;;;;;;;;;
75010033;;AMSLAV TOURISME;;10, rue Bachaumont;;;;;75002;PARIS;info@amslav.com;01 44 88 20 40;01 44 82 02 75;www.amslav.fr;;;;;;;;;;
075960131;20280444;WAGRAM VOYAGES;(Selectour);10, rue Ballu (2ème étage);;;;;75009;PARIS;wagram-bayen@selectour.com;01 44 09 48 75;01 47 63 00 21;;;;;;;;;;;
031010004;20047076;Fram Voyages;;10, rue Basse;;;;BP 73 ;41000;BLOIS;agence.blois@fram.fr;0 826 46 61 29;02 54 56 12 58;;;;;;;;;;;
031960014;20221375;Jardel Tourisme;(Afat);10, rue Bayard;;;;;31000;TOULOUSE;agence@jardeltourisme.com;05 61 62 15 52;05 61 62 15 76;;Directeur;Jardel Marie-Françoise;;;;;;;;
075950222;;ORCHIDEE TOURS;(Tourcom);10, rue Charles Fourier;;;;;75013;PARIS;bmelina@orchidee-tours.fr;01 53 80 60 90;01 53 80 60 89;;Directeur;Mosconi Laurent;;;;;;;;
075000055;;LIBERTY INTERNATIONAL FRANCE;;10, rue Choron;;;;;75009;PARIS;jcliberty@wanadoo.fr;01 40 16 92 50/51;01 40 16 92 52;www.liberty-international.info;Directeur;Lenoir Jean-Claude;;;;;;;;
75950284;20292672;DONATELLO;;10, rue Daunou;;;;;75002;PARIS;daunou@donatello-to.com;01 44 58 30 81;01 42 60 32 14;;;;;;;;;;;
92950011;;Aquatour/Thomas Cook Voyages;;10, rue de Dunkerque;;;;;62500;SAINT-OMER;aq.st-omer@aquatour.com;03 21 38 06 06;03 21 38 06 11;;;;;;;;;;;
69050008;;Ailleurs;(Afat);10, rue de Gex;;;;;1630;SAINT-GENIS;st-genis@ailleurs.com;04 50 42 20 69;04 50 42 14 04;www.ailleurs.com;Chef d'agence;Rochette Katia;;;;;;;;
054960001;;Havas Voyages/Prêt à Partir;;10, rue de la Chapelle;;;;;57200;SARREGUEMINES;sarreguemines@pretapartir.fr;03 87 28 51 90;03 87 28 51 99;;Directeur;Piot François;;;;;;;;
47950001;20296614;Atlas Voyages;(Afat);10, rue de la Fraternité;;;;BP 214 ;47300;VILLENEUVE-SUR-LOT;atlas.villeneuve@wanadoo.fr;05 53 40 33 10;05 53 40 30 47;www.atlasvoyages-afat.com;Directeur;Sghaïer Annie;;;;;;;;
92000002;;Denis & Co Travel;;10, rue de la Rochefoucauld;;;;;92100;BOULOGNE BILLANCOURT;groupe@denis-co.fr;01 41 86 22 50;01 47 12 01 84;www.denis-co.fr;Directeur;Denis Gérard;;;;;;;;
28950006;;Dunois Voyages;;10, rue de la Volaille;;;;;28000;CHARTRES;l.langlais@dunois.fr;02 37 21 22 06;02 37 21 98 24;www.dunois.fr;;;;;;;;;;
056960012;;Jouanno Evasion/Ambassade Fram;(Afat);10, rue de Liège;;;;;56100;LORIENT;lorient@jouanno-evasion.com;02 97 21 60 60;02 97 64 23 64;;Chef d'agence;Perraux Anita;;;;;;;;
064950003;;Terres Evasion;(Tourcom);10, rue de Liège;Place de Verdun;;;;64000;PAU;terres.evasion@wanadoo.fr;05 59 27 04 66;05 59 83 96 65;;Directeur;Aubert Sandrine;;;;;;;;
073950005;20238853;Voltaire Voyages/Thomas Cook Voyages;;10, rue de Lyon;;;;;01630;SAINT-GENIS;voltaire.stgenis@thomascookfr.com;04 50 42 28 80;04 50 20 62 36;;;;;;;;;;;
075020052;;ROC;(Receptives Operator Connection);10, rue de Mézières;;;;;75006;PARIS;travel@parisroc.com;01 42 22 79 16;01 42 22 78 16;;;;;;;;;;;
075950383;20200250;TERRE ENTIERE;;10, rue de Mézières;;;;;75006;PARIS;;01 44 39 03 03;01 42 84 18 99;;;;;;;;;;;
022980001;;Nouvelles Frontières/P. Frémiot;;10, rue de Rohan;;;;;22000;SAINT-BRIEUC;saintbrieuc.nf@nouvelles-frontieres.fr;02 96 62 19 20;02 96 52 07 21;www.nouvelles-frontieres.fr;Chef d'agence;Fremiot Patrick;;;;;;;;
093060011;20227152;Wasteels Voyages/Thomas Cook Voyages;;10, rue des Bonnetiers;Cour Le Roi;;;;60200;COMPIEGNE;compiegne@wasteels.fr;03 44 38 09 66;03 44 38 05 48;www.wasteels.fr;Chef d'agence;Commun Christina;;;;;;;;
67060001;;Boreal;;10, rue des Francs Bourgeois;;;;;67100;STRASBOURG;infos@boreal-france.com;03 88 22 52 10;03 88 22 41 84;www.boreal-france.com;;;;;;;;;;
78070009;;Energy Trip;;10, rue des Grands Jardins;;;;;78370;PLAISIR;contact@energy-trip.com;01 30 55 10 29;;www.energy-trip.com;;;;;;;;;;
6010001;;Destination Merveilles;;10, rue des Mesures;;;;;6270;VILLENEUVE-LOUBET;info@destination-merveilles.com;04 93 73 09 07;04 93 08 65 51;www.destination-merveilles.com;Directeur;Chappaz Isabelle;Directeur;Scaglia Patrick;;;;;;
